transaction_id,customer_id,product_id,store_id,date,quantity,unit_price,total_amount
2921,334,180,7,2025-08-23,1,19.96,19.96
2922,374,5,6,2026-04-28,2,91.2,182.4
2923,91,37,10,2025-02-16,1,191.06,191.06
2924,80,33,3,2025-01-10,3,174.83,524.49
2925,32,196,10,2026-04-27,1,65.5,65.5
2926,151,190,6,2025-08-03,3,77.71,233.13
2927,89,41,3,2026-03-01,2,142.26,284.52
2928,415,39,3,2026-06-16,3,181.99,545.97
2929,16,29,8,2026-01-09,1,193.14,193.14
2930,321,79,6,2025-07-28,2,63.93,127.86
2931,15,160,1,2025-09-29,2,129.83,259.66
2932,18,8,3,2025-12-06,4,18.11,72.44
2933,194,12,10,2026-02-22,3,186.87,560.61
2934,52,44,1,2026-06-22,1,78.09,78.09
2935,215,58,2,2025-12-24,1,6.58,6.58
2936,213,122,9,2025-04-26,2,190.95,381.9
2937,415,35,1,2026-03-27,3,140.08,420.24
2938,461,122,5,2025-11-15,4,190.95,763.8
2939,277,83,6,2025-05-12,3,135.74,407.22
2940,384,123,10,2025-04-09,2,28.9,57.8
2941,264,33,3,2025-07-20,1,174.83,174.83
2942,43,58,2,2025-05-27,3,6.58,19.74
2943,54,73,4,2026-02-18,3,73.48,220.44
2944,374,65,5,2025-08-20,1,266.52,266.52
2945,343,182,10,2025-12-03,4,118.16,472.64
2946,453,133,5,2026-06-17,3,255.04,765.12
2947,192,84,3,2025-05-15,2,119.53,239.06
2948,324,192,1,2025-02-05,2,121.59,243.18
2949,74,47,1,2025-07-22,1,138.21,138.21
2950,166,42,1,2025-09-01,2,37.44,74.88
2951,97,124,10,2026-05-08,2,225.01,450.02
2952,233,116,10,2026-02-20,1,27.31,27.31
2953,61,140,5,2025-09-27,2,128.47,256.94
2954,457,87,3,2026-06-11,2,191.79,383.58
2955,396,88,9,2025-09-19,2,102.98,205.96
2956,343,170,6,2026-04-13,1,34.81,34.81
2957,401,68,6,2026-06-16,1,73.0,73.0
2958,494,165,9,2026-03-13,1,174.75,174.75
2959,500,25,8,2025-05-10,1,51.57,51.57
2960,365,31,5,2025-04-24,3,272.37,817.11
2961,232,89,7,2025-05-10,2,180.83,361.66
2962,204,130,9,2025-03-26,1,103.95,103.95
2963,114,37,1,2025-07-19,3,191.06,573.18
2964,182,188,9,2025-07-23,3,82.64,247.92
2965,269,145,1,2025-06-05,3,39.9,119.7
2966,118,93,9,2026-06-30,3,220.98,662.94
2967,52,96,3,2025-06-20,1,156.0,156.0
2968,78,193,9,2025-08-20,3,114.08,342.24
2969,26,52,7,2026-03-11,2,134.56,269.12
2970,498,100,7,2025-10-31,3,159.05,477.15
2971,70,120,5,2026-05-03,2,147.27,294.54
2972,363,20,9,2025-01-01,2,63.22,126.44
2973,305,54,2,2025-11-16,5,53.77,268.85
2974,72,194,3,2025-03-02,2,54.14,108.28
2975,201,42,3,2026-05-08,1,37.44,37.44
2976,100,101,4,2026-03-06,3,68.14,204.42
2977,494,19,5,2025-12-25,2,165.01,330.02
2978,372,103,10,2025-05-24,1,27.16,27.16
2979,73,53,5,2025-06-05,2,129.59,259.18
2980,267,3,5,2025-12-02,1,15.57,15.57
2981,307,27,8,2026-06-21,3,97.23,291.69
2982,153,170,2,2025-08-26,2,34.81,69.62
2983,451,40,6,2026-04-11,1,22.62,22.62
2984,430,11,5,2025-10-06,2,189.68,379.36
2985,219,161,10,2025-04-26,2,165.69,331.38
2986,444,182,8,2025-06-22,3,118.16,354.48
2987,53,58,2,2025-10-26,3,6.58,19.74
2988,254,62,7,2026-01-07,3,23.95,71.85
2989,54,15,5,2026-03-08,3,112.5,337.5
2990,261,65,6,2025-10-10,3,266.52,799.56
2991,183,171,2,2026-03-06,2,214.88,429.76
2992,413,26,8,2025-01-14,3,156.58,469.74
2993,114,150,10,2025-09-06,2,107.75,215.5
2994,54,171,8,2026-03-21,2,214.88,429.76
2995,446,156,7,2026-01-20,3,113.95,341.85
2996,303,155,2,2025-02-13,1,108.85,108.85
2997,185,31,10,2025-04-08,1,272.37,272.37
2998,382,101,1,2026-03-08,3,68.14,204.42
2999,437,166,8,2025-12-22,4,46.73,186.92
3000,417,10,7,2026-06-20,2,143.63,287.26
3001,93,56,1,2025-01-27,3,68.17,204.51
3002,472,26,7,2025-12-03,3,156.58,469.74
3003,435,187,5,2025-01-30,2,21.44,42.88
3004,181,175,4,2026-01-03,2,173.53,347.06
3005,167,115,8,2025-10-11,1,123.06,123.06
3006,108,197,9,2025-09-27,1,174.05,174.05
3007,386,190,6,2025-11-26,4,77.71,310.84
3008,171,128,6,2025-06-26,1,15.03,15.03
3009,52,82,2,2025-08-22,2,31.45,62.9
3010,255,81,3,2026-02-20,3,27.64,82.92
3011,439,52,8,2026-01-27,2,134.56,269.12
3012,459,87,6,2025-12-26,4,191.79,767.16
3013,9,44,2,2025-06-13,2,78.09,156.18
3014,466,149,9,2025-07-14,2,93.19,186.38
3015,276,194,3,2025-10-31,3,54.14,162.42
3016,39,159,4,2026-02-12,3,88.71,266.13
3017,307,24,7,2025-04-06,3,186.91,560.73
3018,175,38,9,2025-09-27,3,12.0,36.0
3019,472,102,7,2025-12-29,2,15.22,30.44
3020,315,189,10,2025-04-17,2,106.94,213.88
3021,227,83,1,2025-03-26,1,135.74,135.74
3022,342,141,5,2025-09-09,1,206.49,206.49
3023,427,127,4,2025-01-27,1,73.95,73.95
3024,332,58,4,2025-09-09,2,6.58,13.16
3025,125,4,1,2025-05-29,2,126.41,252.82
3026,285,113,9,2026-05-10,2,143.87,287.74
3027,435,106,9,2025-07-16,1,48.2,48.2
3028,455,161,7,2026-02-14,3,165.69,497.07
3029,412,181,5,2025-09-25,2,120.85,241.7
3030,461,95,4,2026-03-18,2,156.71,313.42
3031,40,139,3,2025-11-24,3,103.98,311.94
3032,408,180,9,2025-11-26,2,19.96,39.92
3033,363,25,8,2025-05-12,3,51.57,154.71
3034,117,27,6,2025-11-18,5,97.23,486.15
3035,295,120,1,2025-08-18,2,147.27,294.54
3036,255,159,10,2026-04-17,2,88.71,177.42
3037,12,17,9,2026-03-23,1,107.85,107.85
3038,30,144,6,2026-04-05,3,21.57,64.71
3039,33,181,6,2026-05-04,1,120.85,120.85
3040,292,185,5,2025-03-08,2,102.77,205.54
3041,252,183,7,2025-01-29,3,182.26,546.78
3042,339,102,8,2025-05-17,1,15.22,15.22
3043,170,138,4,2025-11-14,3,73.45,220.35
3044,393,105,9,2026-06-05,1,120.76,120.76
3045,28,2,6,2025-11-19,5,174.53,872.65
3046,315,199,2,2025-05-03,1,180.3,180.3
3047,83,106,4,2026-06-27,3,48.2,144.6
3048,428,154,3,2025-09-12,1,157.53,157.53
3049,374,167,2,2025-01-31,2,27.24,54.48
3050,485,23,7,2025-12-06,1,153.76,153.76
3051,357,105,8,2026-02-01,2,120.76,241.52
3052,50,88,5,2025-05-22,1,102.98,102.98
3053,451,46,5,2025-12-30,4,43.42,173.68
3054,134,24,7,2026-05-27,1,186.91,186.91
3055,332,59,2,2025-07-25,2,150.31,300.62
3056,269,116,5,2025-12-14,1,27.31,27.31
3057,286,156,1,2025-01-21,1,113.95,113.95
3058,1,25,9,2026-01-18,1,51.57,51.57
3059,197,2,5,2025-01-13,2,174.53,349.06
3060,192,146,2,2025-01-29,3,91.41,274.23
3061,318,49,8,2025-06-26,3,54.53,163.59
3062,500,138,6,2025-07-06,1,73.45,73.45
3063,308,175,6,2025-04-10,1,173.53,173.53
3064,434,113,3,2025-07-01,3,143.87,431.61
3065,16,39,10,2026-06-04,2,181.99,363.98
3066,414,138,5,2025-02-09,1,73.45,73.45
3067,350,28,3,2025-10-26,2,197.74,395.48
3068,255,43,4,2026-06-15,1,25.66,25.66
3069,481,157,8,2025-06-08,2,147.85,295.7
3070,343,115,9,2026-02-03,1,123.06,123.06
3071,188,87,3,2025-03-09,1,191.79,191.79
3072,407,126,7,2025-09-03,1,69.28,69.28
3073,470,92,8,2025-02-12,1,129.7,129.7
3074,340,134,6,2025-04-12,1,195.04,195.04
3075,360,145,9,2026-06-24,3,39.9,119.7
3076,330,101,4,2026-06-19,3,68.14,204.42
3077,230,83,4,2025-10-17,1,135.74,135.74
3078,207,161,7,2025-10-27,2,165.69,331.38
3079,13,22,8,2026-01-22,2,90.63,181.26
3080,248,83,10,2025-04-17,3,135.74,407.22
3081,403,79,5,2026-02-03,2,63.93,127.86
3082,97,136,2,2025-02-26,1,213.63,213.63
3083,278,151,3,2025-11-11,5,95.4,477.0
3084,274,190,1,2025-11-18,1,77.71,77.71
3085,97,78,6,2025-02-18,2,149.07,298.14
3086,379,176,9,2025-02-23,2,87.93,175.86
3087,190,46,1,2026-06-21,3,43.42,130.26
3088,487,26,3,2025-08-08,2,156.58,313.16
3089,38,183,4,2025-08-15,2,182.26,364.52
3090,328,53,10,2026-05-23,3,129.59,388.77
3091,106,12,2,2025-01-16,2,186.87,373.74
3092,338,2,6,2025-10-25,1,174.53,174.53
3093,191,100,7,2025-07-01,1,159.05,159.05
3094,307,40,4,2025-02-15,1,22.62,22.62
3095,293,109,5,2025-09-22,3,375.05,1125.15
3096,468,168,5,2025-07-29,3,154.29,462.87
3097,213,177,7,2026-02-24,1,120.33,120.33
3098,419,72,8,2026-01-22,1,76.33,76.33
3099,321,154,7,2025-09-17,1,157.53,157.53
3100,66,179,4,2025-02-12,2,12.33,24.66
3101,60,164,3,2025-03-14,1,83.09,83.09
3102,275,18,6,2026-05-16,1,187.18,187.18
3103,490,190,7,2025-06-21,2,77.71,155.42
3104,146,138,10,2025-10-19,2,73.45,146.9
3105,203,28,4,2025-09-25,1,197.74,197.74
3106,103,143,3,2025-03-30,2,145.71,291.42
3107,246,10,2,2026-06-15,2,143.63,287.26
3108,427,59,7,2025-04-25,1,150.31,150.31
3109,413,22,2,2025-07-08,3,90.63,271.89
3110,190,112,8,2025-09-05,3,50.32,150.96
3111,394,114,1,2025-05-27,3,108.46,325.38
3112,394,197,4,2026-05-31,1,174.05,174.05
3113,8,12,3,2025-11-22,5,186.87,934.35
3114,180,65,8,2025-12-16,2,266.52,533.04
3115,201,165,7,2025-07-25,1,174.75,174.75
3116,33,75,4,2025-06-06,3,79.3,237.9
3117,172,161,8,2025-07-08,1,165.69,165.69
3118,432,113,4,2025-01-26,1,143.87,143.87
3119,83,74,3,2026-06-26,3,151.06,453.18
3120,351,15,2,2025-11-22,1,112.5,112.5
3121,9,133,10,2026-02-24,3,255.04,765.12
3122,190,186,1,2025-06-23,2,25.18,50.36
3123,120,27,1,2025-05-27,3,97.23,291.69
3124,30,1,7,2026-01-26,3,165.86,497.58
3125,19,58,10,2025-05-03,3,6.58,19.74
3126,422,6,8,2025-03-17,3,36.02,108.06
3127,316,73,7,2026-01-31,3,73.48,220.44
3128,350,192,8,2026-04-06,1,121.59,121.59
3129,233,89,8,2025-09-14,3,180.83,542.49
3130,451,117,6,2025-06-06,3,173.77,521.31
3131,327,37,3,2025-08-18,2,191.06,382.12
3132,189,66,1,2026-02-02,1,56.81,56.81
3133,22,77,8,2026-03-19,1,68.96,68.96
3134,437,182,4,2026-02-25,3,118.16,354.48
3135,181,33,4,2026-02-16,3,174.83,524.49
3136,236,108,8,2026-02-20,2,94.32,188.64
3137,187,100,6,2026-03-31,2,159.05,318.1
3138,69,171,9,2025-11-30,4,214.88,859.52
3139,365,63,4,2025-07-30,1,158.78,158.78
3140,402,187,10,2025-07-19,3,21.44,64.32
3141,442,119,7,2026-01-08,3,166.35,499.05
3142,110,165,7,2026-01-19,2,174.75,349.5
3143,278,121,8,2025-05-25,1,65.94,65.94
3144,212,199,1,2025-11-04,5,180.3,901.5
3145,283,56,3,2025-07-24,2,68.17,136.34
3146,93,133,8,2026-01-29,2,255.04,510.08
3147,198,178,10,2025-01-25,1,19.47,19.47
3148,349,70,10,2025-06-26,3,121.39,364.17
3149,295,165,4,2025-06-09,2,174.75,349.5
3150,240,106,4,2025-06-04,2,48.2,96.4
3151,162,196,10,2025-05-14,2,65.5,131.0
3152,449,189,1,2026-06-28,3,106.94,320.82
3153,11,17,1,2025-04-10,1,107.85,107.85
3154,161,85,6,2025-02-24,1,132.71,132.71
3155,491,191,4,2025-07-27,1,84.71,84.71
3156,320,17,6,2025-11-11,3,107.85,323.55
3157,361,122,3,2026-04-03,2,190.95,381.9
3158,411,78,9,2025-10-24,1,149.07,149.07
3159,213,39,2,2025-06-13,1,181.99,181.99
3160,82,159,9,2026-06-30,2,88.71,177.42
3161,354,180,4,2026-04-26,2,19.96,39.92
3162,466,170,8,2025-04-27,1,34.81,34.81
3163,70,194,7,2025-04-10,1,54.14,54.14
3164,88,98,1,2026-04-30,2,53.88,107.76
3165,293,113,3,2026-01-07,3,143.87,431.61
3166,485,6,10,2026-04-04,2,36.02,72.04
3167,454,87,6,2025-12-19,1,191.79,191.79
3168,320,46,5,2025-03-12,1,43.42,43.42
3169,479,39,4,2026-02-08,1,181.99,181.99
3170,182,75,10,2025-11-25,1,79.3,79.3
3171,457,5,10,2026-05-22,3,91.2,273.6
3172,436,44,5,2026-03-04,2,78.09,156.18
3173,267,132,1,2025-07-16,2,169.85,339.7
3174,27,82,4,2026-05-17,1,31.45,31.45
3175,222,68,6,2025-11-10,4,73.0,292.0
3176,389,70,8,2025-02-11,3,121.39,364.17
3177,17,86,3,2025-03-24,3,84.58,253.74
3178,10,189,5,2025-01-11,3,106.94,320.82
3179,195,52,7,2026-01-25,2,134.56,269.12
3180,139,178,7,2025-02-06,3,19.47,58.41
3181,438,94,7,2025-12-10,5,45.02,225.1
3182,68,182,6,2026-02-21,2,118.16,236.32
3183,251,142,5,2025-09-25,1,71.47,71.47
3184,471,22,2,2025-10-01,2,90.63,181.26
3185,12,131,3,2025-11-23,1,99.03,99.03
3186,91,63,6,2025-04-20,1,158.78,158.78
3187,411,40,4,2025-03-08,3,22.62,67.86
3188,371,20,1,2025-03-31,1,63.22,63.22
3189,80,159,10,2025-12-16,1,88.71,88.71
3190,403,162,2,2026-04-17,2,94.72,189.44
3191,72,15,4,2025-05-05,3,112.5,337.5
3192,368,48,2,2025-03-25,1,32.91,32.91
3193,120,111,4,2025-01-04,3,262.9,788.7
3194,199,184,6,2025-02-21,1,41.71,41.71
3195,419,50,4,2026-06-27,2,6.83,13.66
3196,96,155,8,2026-05-23,3,108.85,326.55
3197,304,188,1,2025-10-22,3,82.64,247.92
3198,4,48,2,2026-03-30,3,32.91,98.73
3199,74,51,9,2025-06-30,2,137.13,274.26
3200,360,180,2,2025-07-13,1,19.96,19.96
3201,388,48,4,2025-07-12,2,32.91,65.82
3202,429,102,10,2025-06-16,3,15.22,45.66
3203,260,154,5,2025-10-31,2,157.53,315.06
3204,423,110,6,2025-08-12,2,26.05,52.1
3205,336,136,5,2025-09-04,1,213.63,213.63
3206,34,194,1,2025-10-16,1,54.14,54.14
3207,463,127,1,2025-03-06,2,73.95,147.9
3208,392,21,8,2026-03-17,3,199.79,599.37
3209,46,191,6,2025-01-13,3,84.71,254.13
3210,311,179,2,2026-01-06,3,12.33,36.99
3211,231,187,6,2025-09-26,2,21.44,42.88
3212,154,95,8,2026-05-07,2,156.71,313.42
3213,117,140,10,2025-11-17,2,128.47,256.94
3214,181,11,7,2025-06-24,3,189.68,569.04
3215,473,119,7,2026-04-22,2,166.35,332.7
3216,79,119,3,2026-04-20,2,166.35,332.7
3217,448,108,3,2026-01-30,1,94.32,94.32
3218,205,98,6,2025-11-21,2,53.88,107.76
3219,464,112,3,2025-01-15,3,50.32,150.96
3220,112,152,2,2025-06-04,1,87.76,87.76
3221,77,101,5,2025-01-17,2,68.14,136.28
3222,255,51,7,2025-12-12,1,137.13,137.13
3223,143,78,4,2025-06-12,3,149.07,447.21
3224,371,125,8,2025-07-14,3,16.7,50.1
3225,250,112,1,2026-03-20,1,50.32,50.32
3226,488,28,6,2025-12-28,1,197.74,197.74
3227,73,156,4,2026-05-04,2,113.95,227.9
3228,214,127,8,2026-06-16,1,73.95,73.95
3229,82,79,6,2025-01-14,3,63.93,191.79
3230,220,176,10,2025-11-15,5,87.93,439.65
3231,272,154,5,2025-05-05,1,157.53,157.53
3232,414,186,3,2025-12-16,3,25.18,75.54
3233,33,145,1,2026-01-14,2,39.9,79.8
3234,127,95,4,2026-04-03,2,156.71,313.42
3235,466,177,6,2025-12-01,2,120.33,240.66
3236,175,72,10,2026-05-03,3,76.33,228.99
3237,462,179,3,2025-12-06,2,12.33,24.66
3238,498,162,4,2025-11-26,5,94.72,473.6
3239,289,64,8,2025-08-31,2,76.15,152.3
3240,451,81,2,2025-01-20,3,27.64,82.92
3241,320,193,6,2026-01-29,1,114.08,114.08
3242,237,136,10,2025-03-25,2,213.63,427.26
3243,200,18,4,2025-09-30,2,187.18,374.36
3244,187,183,1,2025-10-10,1,182.26,182.26
3245,325,64,1,2026-05-01,1,76.15,76.15
3246,248,92,9,2025-12-02,5,129.7,648.5
3247,249,70,6,2025-05-30,2,121.39,242.78
3248,491,166,10,2025-07-24,1,46.73,46.73
3249,32,76,4,2025-05-04,3,215.43,646.29
3250,128,130,7,2026-06-21,2,103.95,207.9
3251,153,180,5,2026-03-10,1,19.96,19.96
3252,13,37,1,2025-07-29,2,191.06,382.12
3253,239,21,3,2026-03-08,2,199.79,399.58
3254,285,161,3,2026-04-03,2,165.69,331.38
3255,56,195,5,2026-03-31,2,75.8,151.6
3256,362,71,10,2026-04-12,1,146.22,146.22
3257,301,73,3,2026-04-10,1,73.48,73.48
3258,27,5,6,2025-11-27,1,91.2,91.2
3259,162,95,7,2026-05-04,1,156.71,156.71
3260,331,161,6,2025-01-27,2,165.69,331.38
3261,314,46,1,2026-02-10,2,43.42,86.84
3262,388,83,10,2025-10-17,3,135.74,407.22
3263,371,131,3,2025-02-10,1,99.03,99.03
3264,72,17,3,2026-05-24,1,107.85,107.85
3265,482,134,4,2025-04-15,1,195.04,195.04
3266,498,194,6,2025-04-05,2,54.14,108.28
3267,176,21,2,2025-12-13,4,199.79,799.16
3268,32,103,9,2026-05-20,3,27.16,81.48
3269,356,165,3,2026-03-03,2,174.75,349.5
3270,82,54,2,2025-04-02,2,53.77,107.54
3271,29,59,9,2025-09-25,1,150.31,150.31
3272,432,14,4,2025-01-25,3,196.15,588.45
3273,113,11,4,2026-05-06,1,189.68,189.68
3274,164,36,6,2025-06-06,3,171.21,513.63
3275,344,194,7,2026-02-01,3,54.14,162.42
3276,253,131,1,2025-01-20,2,99.03,198.06
3277,21,141,4,2026-03-01,1,206.49,206.49
3278,299,54,8,2025-02-06,1,53.77,53.77
3279,42,90,10,2025-01-08,3,111.71,335.13
3280,204,131,4,2026-01-12,1,99.03,99.03
3281,469,138,10,2025-06-05,1,73.45,73.45
3282,192,69,9,2025-10-16,3,150.58,451.74
3283,387,41,10,2026-02-02,1,142.26,142.26
3284,168,86,5,2025-09-20,1,84.58,84.58
3285,147,31,8,2026-02-07,3,272.37,817.11
3286,496,115,9,2025-01-30,3,123.06,369.18
3287,58,53,1,2026-02-20,1,129.59,129.59
3288,478,28,4,2026-02-01,3,197.74,593.22
3289,377,195,5,2025-07-24,3,75.8,227.4
3290,185,152,8,2025-08-08,2,87.76,175.52
3291,118,166,10,2025-02-25,3,46.73,140.19
3292,13,56,5,2025-09-16,3,68.17,204.51
3293,441,56,6,2025-01-13,1,68.17,68.17
3294,199,128,6,2025-07-31,3,15.03,45.09
3295,386,101,3,2026-04-14,3,68.14,204.42
3296,306,123,5,2026-05-19,3,28.9,86.7
3297,55,20,1,2025-09-12,3,63.22,189.66
3298,439,159,1,2025-02-01,1,88.71,88.71
3299,228,1,7,2025-10-08,2,165.86,331.72
3300,189,25,4,2025-06-13,1,51.57,51.57
3301,449,109,6,2025-07-15,3,375.05,1125.15
3302,335,72,1,2025-03-19,2,76.33,152.66
3303,461,198,2,2025-11-01,1,78.45,78.45
3304,234,37,4,2025-11-06,3,191.06,573.18
3305,488,163,1,2025-05-04,3,115.83,347.49
3306,58,45,2,2026-05-03,1,115.74,115.74
3307,356,117,9,2025-08-29,3,173.77,521.31
3308,360,70,10,2025-10-07,1,121.39,121.39
3309,355,17,3,2026-05-07,3,107.85,323.55
3310,348,17,7,2025-08-09,2,107.85,215.7
3311,222,10,8,2025-01-31,2,143.63,287.26
3312,296,45,1,2026-02-27,1,115.74,115.74
3313,364,198,5,2025-03-06,2,78.45,156.9
3314,13,52,5,2026-05-06,2,134.56,269.12
3315,230,61,1,2025-07-12,3,53.87,161.61
3316,287,145,8,2025-02-15,2,39.9,79.8
3317,25,184,5,2025-08-26,3,41.71,125.13
3318,189,23,8,2026-01-08,3,153.76,461.28
3319,192,140,6,2026-04-29,1,128.47,128.47
3320,328,83,6,2025-05-30,3,135.74,407.22
3321,206,45,6,2026-02-21,3,115.74,347.22
3322,76,89,8,2026-04-24,2,180.83,361.66
3323,45,93,10,2026-02-22,2,220.98,441.96
3324,474,36,6,2025-09-17,2,171.21,342.42
3325,442,116,3,2026-04-23,3,27.31,81.93
3326,471,88,3,2025-02-13,3,102.98,308.94
3327,436,139,10,2025-12-16,2,103.98,207.96
3328,203,53,2,2025-05-23,3,129.59,388.77
3329,279,29,1,2026-03-06,3,193.14,579.42
3330,3,27,5,2026-06-17,3,97.23,291.69
3331,351,190,6,2025-06-18,1,77.71,77.71
3332,375,30,6,2026-05-16,2,193.24,386.48
3333,420,134,7,2026-02-09,3,195.04,585.12
3334,384,148,7,2025-08-13,2,47.04,94.08
3335,330,58,8,2025-04-19,3,6.58,19.74
3336,367,178,1,2025-06-09,1,19.47,19.47
3337,74,28,2,2026-06-01,2,197.74,395.48
3338,156,62,4,2025-11-10,4,23.95,95.8
3339,9,49,1,2025-04-09,1,54.53,54.53
3340,96,31,2,2025-10-30,1,272.37,272.37
3341,487,65,2,2025-03-10,2,266.52,533.04
3342,207,92,1,2026-03-09,3,129.7,389.1
3343,192,88,4,2025-11-04,4,102.98,411.92
3344,302,110,8,2025-11-08,5,26.05,130.25
3345,17,174,8,2025-02-12,2,128.88,257.76
3346,131,90,8,2025-11-24,1,111.71,111.71
3347,395,193,2,2026-01-28,3,114.08,342.24
3348,318,177,6,2026-03-09,3,120.33,360.99
3349,20,7,8,2026-05-18,2,176.77,353.54
3350,279,122,2,2025-03-30,2,190.95,381.9
3351,426,63,2,2025-03-26,3,158.78,476.34
3352,173,98,4,2026-04-11,3,53.88,161.64
3353,159,9,9,2026-04-26,2,35.88,71.76
3354,211,56,2,2026-04-08,3,68.17,204.51
3355,304,176,1,2025-01-11,1,87.93,87.93
3356,258,114,3,2026-06-03,1,108.46,108.46
3357,290,71,7,2026-04-20,3,146.22,438.66
3358,61,65,9,2025-02-19,3,266.52,799.56
3359,151,45,3,2026-05-18,2,115.74,231.48
3360,170,75,7,2025-02-10,3,79.3,237.9
3361,496,176,2,2025-04-23,1,87.93,87.93
3362,128,124,1,2025-07-23,2,225.01,450.02
3363,414,199,3,2026-02-01,3,180.3,540.9
3364,94,12,4,2026-01-21,2,186.87,373.74
3365,433,175,8,2025-12-15,5,173.53,867.65
3366,414,183,2,2025-08-23,2,182.26,364.52
3367,68,43,10,2025-04-14,1,25.66,25.66
3368,188,113,7,2025-01-25,2,143.87,287.74
3369,460,182,6,2025-01-22,3,118.16,354.48
3370,18,108,5,2025-04-19,2,94.32,188.64
3371,217,143,2,2026-03-23,3,145.71,437.13
3372,450,23,6,2025-03-08,2,153.76,307.52
3373,471,103,4,2026-05-02,3,27.16,81.48
3374,83,31,2,2025-05-21,1,272.37,272.37
3375,229,171,9,2025-07-11,1,214.88,214.88
3376,245,143,2,2026-01-18,2,145.71,291.42
3377,60,150,9,2025-07-09,2,107.75,215.5
3378,76,60,5,2025-02-10,1,105.16,105.16
3379,201,192,1,2025-05-17,3,121.59,364.77
3380,404,16,1,2026-01-16,3,186.29,558.87
3381,137,135,10,2025-04-26,3,136.62,409.86
3382,451,3,3,2026-06-28,2,15.57,31.14
3383,411,63,4,2025-11-24,4,158.78,635.12
3384,245,170,8,2025-07-13,2,34.81,69.62
3385,199,26,9,2025-08-08,1,156.58,156.58
3386,66,38,9,2025-03-14,3,12.0,36.0
3387,245,195,9,2025-05-29,1,75.8,75.8
3388,127,145,7,2025-03-16,1,39.9,39.9
3389,209,58,1,2026-01-06,2,6.58,13.16
3390,400,11,7,2026-03-19,2,189.68,379.36
3391,372,50,6,2025-01-29,3,6.83,20.49
3392,429,116,4,2026-02-05,3,27.31,81.93
3393,487,123,9,2025-05-11,3,28.9,86.7
3394,81,166,4,2026-02-21,3,46.73,140.19
3395,396,74,2,2026-06-18,2,151.06,302.12
3396,214,154,2,2026-03-20,1,157.53,157.53
3397,396,181,1,2025-03-28,1,120.85,120.85
3398,144,72,8,2026-01-14,2,76.33,152.66
3399,310,78,6,2025-12-16,5,149.07,745.35
3400,250,121,7,2025-11-12,5,65.94,329.7
3401,47,121,8,2025-05-21,2,65.94,131.88
3402,316,137,2,2025-12-17,5,70.81,354.05
3403,479,162,5,2025-09-15,2,94.72,189.44
3404,117,153,6,2025-10-23,3,61.44,184.32
3405,98,62,6,2025-11-28,5,23.95,119.75
3406,266,50,7,2025-11-10,3,6.83,20.49
3407,218,68,4,2025-10-13,3,73.0,219.0
3408,152,198,4,2025-05-23,3,78.45,235.35
3409,284,183,6,2026-01-06,3,182.26,546.78
3410,267,119,3,2025-07-29,3,166.35,499.05
3411,449,186,5,2025-05-01,3,25.18,75.54
3412,405,53,6,2025-09-10,3,129.59,388.77
3413,192,166,4,2025-07-07,2,46.73,93.46
3414,139,124,10,2026-02-06,3,225.01,675.03
3415,75,138,5,2026-04-16,2,73.45,146.9
3416,495,65,7,2025-03-15,1,266.52,266.52
3417,97,1,5,2026-02-07,1,165.86,165.86
3418,299,117,5,2026-05-22,3,173.77,521.31
3419,102,146,5,2026-06-08,2,91.41,182.82
3420,251,110,10,2025-02-22,3,26.05,78.15
3421,199,122,6,2025-04-21,2,190.95,381.9
3422,63,36,6,2025-05-03,1,171.21,171.21
3423,143,11,2,2025-02-25,1,189.68,189.68
3424,474,33,7,2025-10-02,1,174.83,174.83
3425,291,11,1,2025-07-29,3,189.68,569.04
3426,320,29,5,2025-01-11,2,193.14,386.28
3427,119,111,4,2025-10-19,1,262.9,262.9
3428,431,142,4,2025-10-01,2,71.47,142.94
3429,300,6,6,2025-06-05,3,36.02,108.06
3430,105,44,9,2025-08-14,2,78.09,156.18
3431,293,42,10,2025-01-18,1,37.44,37.44
3432,49,125,4,2025-10-04,1,16.7,16.7
3433,236,57,10,2026-02-21,1,62.57,62.57
3434,144,45,2,2025-06-19,1,115.74,115.74
3435,158,62,7,2025-01-04,3,23.95,71.85
3436,119,115,2,2026-01-31,1,123.06,123.06
3437,228,105,8,2025-03-25,3,120.76,362.28
3438,436,190,10,2025-06-03,2,77.71,155.42
3439,392,6,5,2026-01-25,3,36.02,108.06
3440,224,173,9,2025-07-30,2,185.21,370.42
3441,256,83,9,2025-12-17,1,135.74,135.74
3442,106,114,6,2026-02-02,3,108.46,325.38
3443,308,181,7,2025-05-28,1,120.85,120.85
3444,112,104,6,2025-06-22,1,92.41,92.41
3445,128,104,5,2025-12-28,3,92.41,277.23
3446,450,98,8,2025-08-25,3,53.88,161.64
3447,125,176,2,2025-01-25,3,87.93,263.79
3448,200,183,10,2026-04-09,1,182.26,182.26
3449,11,93,8,2025-12-20,4,220.98,883.92
3450,466,186,7,2026-03-23,2,25.18,50.36
3451,179,112,4,2025-04-02,2,50.32,100.64
3452,246,94,3,2025-10-03,2,45.02,90.04
3453,331,57,9,2025-06-22,3,62.57,187.71
3454,196,51,6,2026-06-28,1,137.13,137.13
3455,47,195,3,2025-02-19,1,75.8,75.8
3456,284,158,1,2025-04-05,3,119.48,358.44
3457,478,21,5,2025-09-14,3,199.79,599.37
